reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
1c30a31e-8b86-4205-9ae4-b0bafaea2fe7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,afk burik pokonya,1,0,25.03.17.6,2025-03-31 03:12:49,,,25.03.17.6
9b9893e3-d2d2-41c7-a873-dd23a910c631,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍🏻👍🏻👍🏻👍🏻😁😊,5,0,25.03.17.6,2025-03-30 18:23:38,,,25.03.17.6
b538b031-a874-4bdd-b950-dd70d66aa6d4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mid,1,0,,2025-03-30 17:09:53,,,
5680d6da-358f-4d15-b63c-42248db4fd44,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,KOK GAADA SPIDERMAN,1,0,25.03.17.6,2025-03-30 10:28:25,,,25.03.17.6
a3398e75-9b1f-4900-ae4b-8b807cb7d4b6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pengen download tapiiiii ulasaanya jelek semuaa aowkaowkakwoskw,3,0,,2025-03-30 05:12:34,,,
29ab0bd5-7589-4ad1-8c1f-a9b9d4030a8d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sudah beberapa hari ini aplikasi eror, tiba2 layar hitam dan cuma ada suara doang. play di tv tiba2 buffering lama padahal jaringan wifi aman2 aja... agak nyesel langganan aplikasi nya",1,31,25.03.17.6,2025-03-30 04:39:13,"Hai, mohon maaf atas ketidaknyamanannya. Mohon untuk mengirimkan nomor telepon berlangganan Disney+ Hotstar, merek, model, dan OS dari perangkat, versi aplikasi Disney+ Hotstar, foto/video pendek dari kendala, judul konten (season & episode), serta nama provider internet ke email kami disneyplus.id@hotstar.com. Terima kasih.",2025-03-30 08:11:37,25.03.17.6
3f0b5dbf-1b6b-4247-8a6e-321629844e41,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,waduhh baru juga berlangganan 3 hari masa mau nonton film yang lain gak bisa malah black screen pantes ratingnya jelek,1,0,25.03.17.6,2025-03-29 13:37:24,"Hai, mohon maaf atas ketidaknyamannya. Mohon kirimkan email kepada kami di disneyplus.id@hotstar.com dengan nomor telepon yang terdaftar di Disney+ Hotstar, detail perangkat (merek, model, versi OS), versi aplikasi, nama penyedia internet, dan foto error yang dialami sehingga kami dapat membantu kamu. Terima kasih.
",2025-03-30 10:54:00,25.03.17.6
449f4ab6-2310-479b-b2a8-bf397299b4ab,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong kebalikan uang saya dana 65.000 tidak sengaja kepencet fitur langganan tolong kebalikan uang saya sangat membutuh kan nya,5,0,24.11.04.3,2025-03-29 11:03:40,"Hai, jangan khawatir karena kami akan membantu. Mohon kirimkan email dengan rincian kendala kamu kepada kami di disneyplus.id@hotstar.com disertai nomor ponsel langganan kamu dan foto bukti pembayaran dari merchant/bank terkait yang mencantumkan ID Transaksi & ID Pemesanan secara lengkap agar kami dapat memeriksa lebih lanjut. Terima kasih.",2025-03-29 09:47:59,24.11.04.3
34f0ea94-f9b4-4c80-8e8f-d3f846b60bec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa layarnya hitam?padahl subtitle dan time masih jalan.,1,0,25.03.17.6,2025-03-29 09:41:02,"Hai, mohon maaf atas ketidaknyamanannya. Kamu dapat mengirimkan nomor telepon berlangganan Disney+ Hotstar, merek & model perangkat, versi OS, versi aplikasi, video pendek dari kendala, judul konten, dan nama provider internet ke email kami Disneyplus.id@hotstar.com. Terima kasih.",2025-03-30 08:22:32,25.03.17.6
c0759492-528d-4f7e-9b81-774a04052aba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"jelek banget. suara ada tp gambarnya gak ada. udah bayar mahal², zonk.",1,0,25.03.17.6,2025-03-29 09:29:21,"Hai, mohon maaf atas ketidaknyamanannya. Kamu dapat mengirimkan nomor telepon berlangganan Disney+ Hotstar, merek & model perangkat, versi OS, versi aplikasi, video pendek dari kendala, judul konten, dan nama provider internet ke email kami Disneyplus.id@hotstar.com. Terima kasih.",2025-03-30 08:21:23,25.03.17.6
e59dc130-0be4-43e3-b3aa-61b298db3f6e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sudah bayar paket berlangganan padahal cuma pake di hp dan laptop tapi nggak bisa, muncul notif terlalu banyak perangkat",1,0,25.03.17.6,2025-03-29 05:33:41,"Hai, mohon maaf atas ketidaknyamanannya. Kamu dapat mengirimkan nomor telepon berlangganan Disney+ Hotstar, merek & model perangkat, versi OS, versi aplikasi, video pendek dari kendala, dan nama provider internet ke email kami Disneyplus.id@hotstar.com. Terima kasih.",2025-03-29 08:32:40,25.03.17.6
9209d1da-d8aa-4f4b-8f91-20d58a7c6bfc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya uninstal,1,0,12.4.9,2025-03-29 04:39:15,,,12.4.9
bbc8604b-1224-4d95-a2e6-2e0c3cc754a7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mahal mahal bayar, Ndak bisa dibuka, pakai proxy pakai vpn lah, balikin uangnya, padahal bayar langsung 1 tahun",1,3,25.03.17.6,2025-03-29 04:25:49,"Hai Arso, kami mengerti atas ketidaknyamanannya. Mohon kirimkan rinciannya dengan menyertakan nomor telepon terdaftar, foto/video pendek kendala, nama provider jaringan internet kamu, merek/model perangkat & versi OS, dan versi aplikasi Disney+ Hotstar kamu ke email disneyplus.id@hotstar.com untuk bantuan lebih lanjut. Terima kasih.",2024-08-11 11:02:22,25.03.17.6
140bb82b-d76a-4aa3-ba25-16630f05d5b0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,parahhhhhh...tiba2 visual cuma hitam...report lewat aplikasi juga gak ada respon,1,1,25.03.17.6,2025-03-29 02:42:09,"Hai Hadi, mohon maaf atas ketidaknyamanannya. Kamu dapat mengirimkan nomor telepon berlangganan Disney+ Hotstar, model perangkat, versi OS, versi aplikasi Disney+ Hotstar, video pendek dari kendala, nama konten yang terkendala & nama provider ke email kami Disneyplus.id@hotstar.com. Terima kasih.",2025-03-29 09:17:03,25.03.17.6
3137f013-2278-415a-a3d7-42481913e87f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍👍👍👍👍,5,0,25.03.17.6,2025-03-28 23:17:41,,,25.03.17.6
53afba54-6b03-4283-a3d3-009792f209f5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Trauma banget Langganan disini wkwkw banyak banget masalah nya dari Gak bisa login, eror, dan masih banyak lagi, kalau tau kayak gini mending langganan aplikasi sebelah. Sekelas Disney padahal hahaha , gak mampu bersaing. Ranting aja rendah daripada aplikasi sebelah,saran saya aja mending balik ke TV aja lagi jangan bikin aplikasi kalau gak mampu bersaing.",1,7,,2025-03-28 04:13:32,,,
ea2199f9-2c7f-4302-8773-a2c1a48d2f65,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,udah boros download aplikasi malah udah rusak padhl baru download. aplikasi GG,1,0,25.03.10.1,2025-03-28 03:24:41,"Hai, Kami mengerti atas ketidaknyamanannya. Mohon kirimkan rinciannya ke email disneyplus.id@hotstar.com disertai nomor telepon terdaftar di Disney+ Hotstar, merek, model & versi OS perangkat, versi aplikasi Disney+ Hotstar, nama konten, foto/video pendek kendala, dan nama provider internet kamu untuk bantuan lebih lanjut. Terima kasih.",2025-03-28 10:58:49,25.03.10.1
8b689ef0-056e-4cb5-bc64-7d4c0f43a281,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gak seru pakek bayar,1,0,,2025-03-27 23:22:04,,,
bd714ac2-6612-4a1f-8dec-74416284fa6f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini gatau ya udah tak setel ga nyalahin vpn / proxy/ layanan pembuka blokir tetep gabisa masuk. ini gimana solusinya,3,0,25.03.17.6,2025-03-27 21:09:37,"Hai Noviana, kami mengerti atas ketidaknyamanannya. Mohon kirimkan rincian kendala ke email kami di disneyplus.id@hotstar.com dengan menyertakan nomor telepon kamu yang terdaftar di Disney+ Hotstar, foto/screenshot dari kendala yang dialami, serta nama penyedia jaringan internet kamu untuk memperoleh bantuan lebih lanjut. Terima kasih.",2025-03-28 14:55:07,25.03.17.6
efa8c4f1-7f9f-4085-b8a2-33277cfb9b3d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini aplikasi kenapa sih jelek banget ah, masa AQ udah nggak berlangganan tapi kok otomatis bayar sendiri",1,0,,2025-03-27 16:23:21,"Hai, Mohon maaf atas ketidaknyamanannya. Terkait dengan kejelasan status langganan, silakan kirimkan rinciannya melalui email ke disneyplus.id@hotstar.com disertai dengan nomor telepon dan foto dari kendala agar dapat kami periksa. Terima kasih.",2025-03-28 10:56:15,
19c999c2-2eda-444e-b078-460d2acd498b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mau nonton ga bisa di play, layar hitam. Direfund aja dana saya, percuma langganan.",1,0,25.03.17.6,2025-03-27 07:28:33,,,25.03.17.6
dd97facc-d33d-4554-8a9d-cf38c034bbd1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,film nya jelek jelek,1,0,12.0.4,2025-03-27 02:26:08,,,12.0.4
b22ea563-7b26-4731-a4e4-c9778bfc92a6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus si banyak kartun nya tapi saya kasi masuk no saya tapi malah eror gak mau terus,4,0,25.01.20.9,2025-03-27 01:35:54,,,25.01.20.9
9189aa62-db6b-4fe1-880d-bec89e2bf94b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ni Disney kebelet umroh apa gimana mahal bet dah murahan dikit ke ya kan kasian yg pen nonton tapi harus bayar kek apaan bet si,1,0,25.03.10.1,2025-03-26 14:29:51,,,25.03.10.1
c702b8e9-f274-4168-8a2c-4396b807a5cf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Jelek banget...., merugikan",1,0,,2025-03-26 13:08:53,,,
fbc2da66-64de-44f8-ad46-366806514104,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"langganan makin mahal, masa kalo mau nonton cuma suara doank ama teks yang muncul. gambar sama sekali tidak muncul dan sudah mencoba relog berkali kali tetap sama. gimana donk rugi ini",1,25,25.03.17.6,2025-03-26 12:37:28,,,25.03.17.6
8fb797d8-61a3-444f-b7d9-fab6655f2463,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,25.03.10.1,2025-03-25 13:59:32,,,25.03.10.1
ac2325f5-ca51-48ce-a352-30377eda3279,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya tidak bisa login,1,0,25.03.10.1,2025-03-24 14:11:16,"Hai, mohon maaf atas ketidaknyamanannya. Kamu dapat mengirimkan nomor telepon berlangganan Disney+ Hotstar, merek & model perangkat, versi OS, versi aplikasi, video pendek dari kendala, dan nama provider internet ke email kami Disneyplus.id@hotstar.com. Terima kasih.",2025-03-25 09:31:22,25.03.10.1
64012a43-3bc4-4ce0-8927-2df353de6269,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good Jobs...👍👌,5,2,25.03.10.1,2025-03-24 14:07:08,,,25.03.10.1
b6dffa40-dfdc-41b5-8b3f-2ae1b141f3ec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apa si uda harga nya makin mahal aplikasi nya malah makin jelek lemot banget apknya ga bisa masuk sama sekali orang uda apa coba di pindahin ke TV malah "" terlalu banyak orang yg mengunakan akun anda saat ini"" orang ga ada yg gunain, nyesel gua nangganan lagi",1,36,25.03.03.6,2025-03-24 11:01:43,"Hai, mohon maaf atas ketidaknyamanannya. Mohon kirimkan email kepada kami di disneyplus.id@hotstar.com dengan nomor telepon langganan kamu, detail perangkat (merek, model & versi OS), versi aplikasi, nama penyedia jaringan internet, dan screenshot kendala yang dialami sehingga kami dapat membantu kamu. Terima kasih.",2024-07-27 11:03:10,25.03.03.6
99451d23-72d5-47ce-8d7f-4ae32c85f050,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mahal untuk berlangganan,1,0,25.03.17.6,2025-03-24 11:00:58,,,25.03.17.6
a434a17a-90f8-4a78-9429-2cf19a8b0a97,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,4,0,,2025-03-24 09:49:55,,,
